id,title,category,url,description,github_stars,added_at
745,"GitLab MCP Server Ships With Zero Auth + Wildcard CORS — Any Website Can Use Your GitLab Token (CVE-2026-44895, CVSS 9.2)",agent_security,https://nvd.nist.gov/vuln/detail/CVE-2026-44895,"GitLab MCP Server <0.6.0: HTTP transport has no authentication, Access-Control-Allow-Origin: * on every response. SSE server stands up a stateful mutation-capable RPC endpoint backed by operator GITLAB_PERSONAL_ACCESS_TOKEN with zero inbound credential check. Any cross-origin browser context can reach it. CVSS 9.2 Critical.",,2026-05-27 14:34:40.563364+00
744,"DeepSWE — 113-Task Benchmark Built From Private Unseen Tasks Exposes SWE-Bench Memorization (GPT-5.5: 70%, Opus 4.7: 54%, Sonnet 4.6: 32%)",agent_benchmark,https://x.com/serenaa_ge/status/2059308218564890875,"Datacurve released DeepSWE, a coding benchmark built entirely from private engineering tasks that models cannot have trained on. Average task: 668 lines changed across 7 files (5.5x SWE-Bench complexity). Results: GPT-5.5 leads at 70%, GPT-5.4 at 56%, Opus 4.7 at 54%, Sonnet 4.6 at 32%, Gemini 3.5 Flash at 28%. Models that crush SWE-Bench look mediocre on genuinely novel tasks. The gap between top 3 and bottom 2 is massive.",,2026-05-27 14:05:06.518834+00
743,Robinhood Gives AI Agents Direct Market Access — 23M Users Can Delegate Trades to Claude/Cursor,agent_security,https://twitter.com/allday_stocks/status/2059613792292544601,"Robinhood rolling out agent-driven trading. Dedicated accounts with pre-loaded balances. Claude and Cursor as supported agents. Stock trades, portfolio management, credit card spending. Crypto and options coming. First major financial platform to give agents real capital.",,2026-05-27 13:04:29.931512+00
742,"MCP Tool Poisoning: 52.8% Attack Success Rate, Attestation Fix Exists But Vendors Won't Ship It",agent_security,https://x.com/4A4556494C/status/2059246250138960339,"Three peer-reviewed MCP security papers dropped same day. Key finding from Maloyan & Namiot (arXiv 2026, 847 attack scenarios across 5 MCP implementations): default attack success rate against MCP-integrated agents is 52.8%. With cryptographic attestation of tool-server identity: drops to 12.4%. The fix is straightforward — TLS cert pinning applied to tool registration. But vendors choose not to deploy it because attestation adds deployment friction and slows the plug-in-any-tool DX. Tool poisoning is the #1 attack class: malicious instructions hidden in tool metadata. Most clients don't validate tool descriptions before sending to LLM. Cursor, VS Code, Windsurf, Claude Code, Gemini-CLI all vulnerable. Windsurf CVE-2026-30615 requires zero user interaction. OX Security: 150M+ download MCP ecosystem affected. The insight: this is not a gap, it is a business decision. Every supply-chain compromise has this shape — vulnerability known, fix exists, deployment deferred.",,2026-05-27 12:12:35.720603+00
741,The Biggest Win for Open-Model Coding Agents Was One HTTP Header — Prefix Cache Pinning Drops TTFT 6-8s to <1s,agent_infrastructure,https://x.com/CommandCodeAI/status/2051377695389589935,"Command Code processed 10B+ tokens across open (Kimi K2.6, DeepSeek V4) and closed (Opus 4.7) models. The single biggest perf win: forwarding session-id as a load balancer sticky header, keeping prefix cache warm on the same GPU pod. Coding agent conversations are append-only with constant system prompts — pure prefix-cache exploitation. Without pinning, consecutive turns get load-balanced to different pods, each re-prefilling 10K tokens from scratch. Also found: per-model tool input repair tables (avg 4 per model), capability flag negotiation per upstream, and thinking-mode regressions from wrong provider defaults.",,2026-05-27 11:05:52.639803+00
740,Meta: Scaling Test-Time Compute for Agentic Coding — 12.2 Point Lift on Terminal-Bench Without Touching Model Weights,agent_infrastructure,https://arxiv.org/abs/2604.16529,Meta researchers published arXiv 2604.16529 showing structured rollout summaries instead of raw execution traces unlock test-time scaling for coding agents. Claude Opus 4.5 on Terminal-Bench v2.0: 46.9% to 59.1% (+12.2 points). SWE-bench Verified: 70.9% to 77.6%. Key insight: raw agent traces are too noisy for model comparison — summaries 10-20x shorter preserve what matters. Recursive Tournament Voting (RTV) for parallel scaling. Sequential scaling with progressive summaries for deep exploration.,,2026-05-27 09:05:41.172492+00
739,FrankenSQLite — Rust Reimplementation of SQLite with 41x Write Throughput via Page-Level MVCC + RaptorQ Self-Repair,agent_infrastructure,https://github.com/Dicklesworthstone/frankensqlite,Ground-up Rust reimplementation of SQLite that replaces the single-writer lock (WAL_WRITE_LOCK) with page-level MVCC. 8 concurrent writers achieve 41x throughput of C SQLite. Serializable Snapshot Isolation at page granularity. Deadlocks mathematically impossible by construction. RaptorQ fountain codes provide information-theoretic WAL durability — bit-flip corruption auto-reconstructs without replay. Built using AI agents with a negative evidence ledger tracking failed optimizations. Mixed OLTP: 5.4x faster. Scan/aggregate: 13.7x faster.,176,2026-05-27 09:05:30.38933+00
738,PWN2OWN Berlin: Doyensec Had 3 Unpatched 0days — One for Every AI Coding Agent Target (Codex Exploit Successful),agent_security,https://x.com/Doyensec/status/2054610698177544334,Security firm Doyensec submitted 3 unpatched 0days to PWN2OWN Berlin 2026 — one for each AI Coding Agent category target. Their OpenAI Codex exploit was selected and demonstrated successfully at the competition (collision with already-known bug). The other two vulnerabilities were reported to their respective vendors. A single firm found exploitable bugs in every major AI coding agent.,,2026-05-27 07:09:58.090739+00
737,"Anthropic: How We Contain Claude Across Products — Capability-Scaled Permissions, Sandbox Architecture",agent_security,https://www.anthropic.com/engineering/how-we-contain-claude,"Anthropic published their internal sandboxing architecture for claude.ai, Claude Code, and Cowork. Key insight: permissions should evolve with agent capabilities, not flat restrictions. The engineering question is capping blast radius.",,2026-05-27 06:37:39.831631+00
736,"Anthropic security-guidance Plugin — Real-Time Vulnerability Detection in Claude Code (3 Scan Levels, 30-40% Fewer Security PR Comments)",agent_security,https://x.com/ClaudeDevs/status/2059385239781384341,"Anthropic released an official security-guidance plugin for Claude Code. Scans on 3 levels: (1) file edits — catches risky patterns like dangerous libraries, (2) after model turns — reviews full diff for harder issues, (3) on commits — reads surrounding code for context-aware vuln detection. Internal Anthropic rollout showed 30-40% decrease in security-related PR comments. Catches command injection, XSS, unsafe auth patterns inline as code is written. Available via /plugins in Claude Code.",,2026-05-27 05:34:07.094815+00
735,Semgrep AI Security Rules — 27 Static Analysis Patterns for Agent Code,agent_security,https://semgrep.dev/p/semgrep-ai-security,"Semgrep released 27 dedicated rules for AI-powered applications catching risky patterns before production. Includes agent-unbounded-loop-python (catches while True around LLM calls without break), prompt injection patterns, unrestricted tool usage, and unsafe integration patterns across AI frameworks.",,2026-05-27 03:36:58.656882+00
734,8 CVEs in One Batch — Coordinated Audit Finds Bypasses in Every hermes-agent Permission Layer (165K Stars),agent_security,https://github.com/NousResearch/hermes-agent/security,"Security audit dropped 8 simultaneous CVEs on NousResearch hermes-agent. Hit every guard layer: command approval bypass (approval.py), path traversal in file reads (file_tools.py), env var leak (local.py), skills guard prompt injection (skills_guard.py), Slack/Mattermost message escape, context injection via prompt builder, dangerous command detection bypass, and code execution sandbox escape. Pattern: when someone actually pentests an agent permission stack, every layer has holes.",165000,2026-05-27 01:34:57.481638+00
733,"codedb — Zig Code Intelligence MCP Server (~1μs Lookups, 50Kx Faster Than grep, 2.4B Tokens Saved)",agent_infrastructure,https://github.com/justrach/codedb,"Zig-based code intelligence server and MCP toolset for AI agents. Claims ~1μs per lookup (50,000x faster than grep), 12x fewer tool calls, 20-30x faster wall-time, 49% fewer tokens. 2.4B tokens saved across 200k+ ops in last 30 days. Works with Claude Code, Cursor, Codex, Gemini CLI.",1149,2026-05-27 00:36:13.516865+00
730,First AI Agent-Driven Intrusion: LLM Orchestrates Full Attack Chain via CVE-2026-39987 (Sysdig),agent_security,https://www.sysdig.com/blog/ai-agent-at-the-wheel-how-an-attacker-used-llms-to-move-from-a-cve-to-an-internal-database-in-4-pivots,"Sysdig TRT documented the first real-world LLM-agent-driven intrusion. CVE-2026-39987 (marimo notebook RCE) → AWS credential harvesting → Cloudflare Workers egress across 11 IPs in 22 seconds → SSH bastion pivot via .pgpass → full PostgreSQL exfil in 2 minutes. Machine-optimized commands: echo delimiters, bounded output caps, HEREDOC bundling, Chinese planning comments leaked. Published May 26 2026.

[DFIR Radar forensic update May 26]:
- AI agent leaked Chinese planning comment into command stream (L1 thinking leaked into bash)
- Machine-optimized commands: echo '---' delimiters, 2>&1 | head -N output caps, 2>/dev/null stderr suppression
- 10-second intervals between bash blocks across rotating Cloudflare Worker IPs
- SSH bastion dumped complete internal database in 2 minutes using lifted .pgpass credentials
- HEREDOC bundling 6 SELECT queries into single psql call
- Cost shift: from engineering time to inference budget
",,2026-05-26 21:05:06.507754+00
729,BadHost (CVE-2026-48710) — One Malformed Header Bypasses Auth Across Entire Python AI Stack,agent_security,https://www.cyberkendra.com/2026/05/badhost-cve-2026-48710-one-rogue-header.html,"Starlette ASGI framework vulnerability allows auth bypass via single malformed Host header. Affects FastAPI, vLLM, LiteLLM, MCP servers, and all Python AI infra. Internet-wide scans found clinical trial databases, email mailboxes, SSH bastions, PII APIs fully exposed. Researchers at X41 D-Sec found it during OSTIST-sponsored audit. Patched in Starlette 1.0.1. The vulnerability is not in any single codebase — ASGI servers pass raw Host header along, and custom BaseHTTPMiddleware that trusts request.url.path for access decisions is vulnerable.",,2026-05-26 20:09:18.115786+00
728,QWED — Deterministic Verification of LLM Outputs Using Z3/SMT Solvers (57 Stars),agent_security,https://github.com/QWED-AI/qwed-verification,"AISecOps framework that verifies LLM outputs using math, logic, and symbolic execution (Z3 prover, SymPy). Not generation — verification. Creates auditable trust boundaries for agentic AI systems.",57,2026-05-26 19:35:17.392764+00
727,agent-runtime — Python Port of Claude Code Agent Spawning Architecture on LangChain (107 Stars),agent_framework,https://github.com/NabilAziz99/agent-runtime,Reverse-engineered Claude Code internal architecture ported to Python. Async-generator agent loop where recursion = subagents. Hierarchical AbortController with GC-safe cancellation. Module-level agent registry with push/drain mailbox. Extension points for compaction and hooks. Built on LangChain core message types.,118,2026-05-26 16:12:53.048279+00
726,Agents — Cross-Harness Plugin Marketplace for 5 Coding Agent Platforms (35.9K Stars),agent_framework,,"One source-of-truth plugin repo that generates harness-native artifacts for Claude Code, Codex CLI, Cursor, OpenCode, and Gemini CLI. 83 plugins, 191 agents, 155 skills, 102 commands. Not a skill list — a build system that compiles one plugin into platform-specific formats.",35962,2026-05-26 14:05:41.252148+00
724,Koog 1.0 — Kotlin-Native AI Agent Framework with Graph Workflows (4.2K Stars),agent_framework,https://x.com/jetbrains/status/2057413199129980937,"JetBrains shipped Koog 1.0: JVM-native AI agent framework in Kotlin. Type-safe graph workflow DSLs, durable execution, MCP support. Mercedes-Benz uses it in production for vehicle maintenance agents. Runs on backend, Android, iOS, browser.",4234,2026-05-26 13:34:51.989146+00
723,ADHD — Tree-of-Thought with Pruning as a Coding Agent Skill (91 Stars),agent_framework,,"A skill for coding agents. Tree-of-thought with pruning, built on the Claude Agent SDK. Fans out parallel divergent thoughts under different cognitive frames, scores, prunes traps, deepens the survivors.",380,2026-05-26 13:07:12.927351+00
722,Cursor Agent Status Light — BLE-Powered ESP32-C3 Physical Indicator for Coding Agent States (90 Stars),agent_infrastructure,,"A BLE-powered status light for Cursor Agent, using ESP32-C3 to visualize AI coding states such as thinking, busy, success, error, and waiting for user action.",90,2026-05-26 13:07:12.924923+00
721,No AI Slop Writing Rules — Portable CLAUDE.md for Non-AI Voice (180 Stars),agent_framework,,"Claude Code reference: write in Louis Rossmanns voice, never like AI slop. Portable CLAUDE.md plus skills.",180,2026-05-26 13:07:12.921273+00
717,mac-posture-audit v1.6 — 183 Read-Only Checks for Agent Trust Surface on macOS (19 Stars),agent_security,https://x.com/demirelo/status/2059227242404651164,"Single bash file, zero deps, zero network. Audits what a poisoned MCP server, malicious package, or AI-agent instruction file could actually reach on your Mac. 183 read-only checks covering browser extensions, editor plugins, MCP servers matched against deny-list you control.",19,2026-05-26 12:35:07.827111+00
714,GenericAgent — Self-Evolving Agent Grows Own Skill Tree from 3.3K-Line Seed (12.1K Stars),agent_framework,https://github.com/lsdefine/GenericAgent,"Self-evolving agent that grows a skill tree from a 3.3K-line seed, achieving full system control with 6x less token consumption. Starts minimal, learns what it needs.",12131,2026-05-26 11:08:36.016499+00
712,zeroclaw — Fully Autonomous AI Personal Assistant Infrastructure in Rust (31.5K Stars),agent_infrastructure,,"Fast, small, and fully autonomous AI personal assistant infrastructure. Any OS, any platform — deploy anywhere, swap anything. Built in Rust. 4656 forks.",31584,2026-05-26 10:34:46.781229+00
711,"Marketing Skills — CRO, Copywriting, SEO, Analytics for AI Agents (30.5K Stars)",coding_agents,,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering. 5041 forks. Created Jan 2026.",30551,2026-05-26 10:34:46.781229+00
707,claude-mem — Persistent Agent Memory Across Sessions via AI Compression (78.2K Stars),agent_memory,,"Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + more. 6747 forks.",78260,2026-05-26 10:34:46.781229+00
709,ruflo — Multi-Agent Swarm Orchestration for Claude (55.2K Stars),orchestration,,"Agent orchestration platform for Claude. Deploy multi-agent swarms, coordinate autonomous workflows. Enterprise-grade architecture, self-learning swarm intelligence, RAG integration, native Claude Code / Codex integration. 6278 forks.",55253,2026-05-26 10:34:46.781229+00
708,ECC — Agent Harness Performance Optimization System (193K Stars),agent_framework,,"Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond. The most-starred agent optimization repo. 29.8K forks. Created Jan 2026.",193289,2026-05-26 10:34:46.781229+00
710,"pi — AI Agent Toolkit with CLI, Unified LLM API, TUI & Web UI (55.2K Stars)",agent_infrastructure,,"AI agent toolkit: coding agent CLI, unified LLM API, TUI & web UI libraries, Slack bot, vLLM pods. All-in-one agent dev platform. 6563 forks.",55202,2026-05-26 10:34:46.781229+00
703,"Hatchet — Orchestration Engine for Background Tasks, AI Agents, Durable Workflows (7.2K Stars)",agent_infrastructure,https://github.com/hatchet-dev/hatchet,"Orchestration engine for background tasks, AI agents, and durable workflows. Handles the plumbing so agents can run long-running tasks reliably.",7225,2026-05-26 09:37:27.756398+00
702,Google Cloud Agent Starter Pack — Ship AI Agents in Minutes with CI/CD + Observability (6.4K Stars),agent_infrastructure,https://github.com/GoogleCloudPlatform/agent-starter-pack,"Ship AI Agents to Google Cloud in minutes, not months. Production-ready templates with built-in CI/CD, evaluation, and observability. Official Google Cloud.",6443,2026-05-26 09:37:27.752968+00
701,VoltAgent — TypeScript AI Agent Engineering Platform (9.1K Stars),agent_framework,https://github.com/VoltAgent/voltagent,"AI Agent Engineering Platform built on an Open Source TypeScript AI Agent Framework. Full dev platform for building, testing, and deploying agents.",9165,2026-05-26 09:37:27.748652+00
699,WebMCP Nexus — Alibaba Non-Invasive Frontend Integration for MCP (18 Stars),mcp,https://github.com/alibaba/webmcp-nexus,"Non-invasive frontend integration for WebMCP standard. Write a normal TS function with JSDoc, and it becomes callable from any MCP client. SDK + Vite/Webpack plugins + AI coding skill.",18,2026-05-26 09:12:06.318154+00
698,ADHD — Tree-of-Thought With Pruning for Coding Agents (37 Stars),agent_framework,https://github.com/UditAkhourii/adhd,"A skill for coding agents. Tree-of-thought with pruning, built on the Claude Agent SDK. Fans out parallel divergent thoughts under different cognitive frames, scores, prunes traps, deepens the survivors.",380,2026-05-26 09:12:06.315808+00
697,Anti-Sycophant Skills — Stop AI From Agreeing With Bad Ideas (25 Stars),agent_framework,https://github.com/machinesoul11/anti-sycophant-ai-agent-skills,"Skills that get AI assistants to stop agreeing with bad product ideas by default. Pressure-test premises, separate hobbies from businesses, refuse validation theater.",25,2026-05-26 09:12:06.313362+00
696,Agent Skill Creator — Turn Any Workflow Into Reusable Agent Skills for 14+ Platforms (1.2K Stars),agent_framework,https://github.com/FrancyJGLisboa/agent-skill-creator,"Turn any workflow into reusable AI agent skills that install on 14+ tools: Claude Code, Copilot, Cursor, Windsurf, Codex, Gemini, Kiro. One SKILL.md, every platform. 34K+ views, 800 bookmarks on Twitter.",1179,2026-05-26 09:12:06.311028+00
695,Damn Vulnerable LLM Agent — Deliberately Vulnerable Agent for Security Training (460 Stars),agent_security,https://github.com/ReversecLabs/damn-vulnerable-llm-agent,"Deliberately vulnerable React-based LLM agent for practicing prompt injection, thought/action/observation hijacking, agentic SQLi, and tool abuse. Security training playground.",460,2026-05-26 09:12:06.308599+00
694,Clawd-on-Desk — Pixel Desktop Pet That Watches AI Coding Agents (2.9K Stars),coding_agents,https://github.com/rullerzhou-afk/clawd-on-desk,"A pixel desktop pet that watches Claude Code, Codex, Cursor and other AI coding agents so you dont have to. Monitors agent activity and reacts in real time.",2953,2026-05-26 09:12:06.305571+00
693,OpenPets — Desktop Pets for AI Coding Agents with Live Status via MCP (914 Stars),coding_agents,https://github.com/alvinunreal/openpets,"Desktop pets for AI coding agents. Install pets, connect Claude Code via MCP, and see live coding status on your desktop. Pet packs, agent-state reactions, privacy-conscious speech bubbles.",914,2026-05-26 09:12:06.302044+00
691,GSD (Get Shit Done) AI Coding Tool — Rug Pull Evolves Into Supply Chain Backdoor,agent_security,https://x.com/Shieldguardio/status/2059174419348721827,"Anonymous GSD founder launched $GSD token, drained liquidity, deleted socials. Still controls NPM registry keys for get-shit-done-cc and @gsd-build/sdk packages. Tool runs with deep local shell/bash permissions for autonomous code execution — rogue dev can push malicious payload update anytime. Every GSD user is a target.",,2026-05-26 08:09:08.264748+00
690,"AI Memory — Long-Term Memory for Agent Coding CLIs, Rust-Based (243 Stars)",agent_infrastructure,,Rust solution for long-term memory across agent coding CLI sessions. Facilitates handoff between different agent vendors. Cross-agent memory persistence.,251,2026-05-26 07:34:50.861358+00
689,Kimi Code — MoonshotAI Starting Point for Next-Gen Agents (612 Stars),coding_agents,,New coding agent from MoonshotAI (Kimi). TypeScript-based. The Starting Point for Next-Gen Agents.,674,2026-05-26 07:34:50.858205+00
688,CCGlass — Local Proxy to Inspect What Your Coding Agent Sends to the Model (298 Stars),agent_infrastructure,,"Local proxy + web dashboard that shows exactly what Claude Code, Codex, Kimi send to the model. Transparency tool for agent observability.",314,2026-05-26 07:34:50.854644+00
687,Agent Zero — AI Agent with Full Linux System That Writes Its Own Tools at Runtime (17.8K Stars),agent_infrastructure,,"Open agentic framework shipping a full Linux system in Docker. Agent writes its own tools at runtime, has a plugin hub with Skills, just added Computer Use v1.16 cross-platform. Ranks #2 in Cloud Agents on OpenRouter. 17.8K stars, 3.6K forks.",17805,2026-05-26 07:34:50.848998+00
686,AgentPipe — Multi-Agent Orchestrator Connecting Different AI CLI Tools in Shared Rooms (129 Stars),orchestration,,"CLI/TUI that orchestrates multi-agent conversations between different AI CLI tools (Claude Code, Gemini, Qwen, etc.) in shared rooms. Agents from different vendors collaborate on the same problem. Terminal-first.",129,2026-05-26 07:07:14.313818+00
684,Grok CLI — Open-Source Coding Agent for the Grok API (3.1K Stars),agent_infrastructure,,"Community-built coding agent for xAI Grok API. Terminal-based, plans and builds code like Claude Code/Codex but routes through Grok models. Born after xAI launched Grok Build — fills the open-source gap xAI left.",3091,2026-05-26 07:07:14.313818+00
685,SkillOpt — Trains Natural-Language Skills for Frozen LLMs via Rollout Feedback (32 Stars),agent_framework,,Takes rollout feedback from frozen LLM agents and trains reusable natural-language skill documents (best_skill.md) through trajectory-driven edits and validation-gated updates. No model fine-tuning — optimizes the prompt layer instead. Created May 25 2026.,32,2026-05-26 07:07:14.313818+00
683,"LLM Wiki Compiler — Raw Sources In, Interlinked Wiki Out (1.3K Stars)",agent_infrastructure,,"The knowledge compiler. Inspired by Karpathy LLM Wiki pattern. Takes raw sources, produces interlinked wiki with cross-references and contradiction detection.",1304,2026-05-26 06:41:58.458769+00
682,html-anything — Agentic HTML Editor with 75 Skills x 9 Surfaces (5K Stars),agent_framework,,"The agentic HTML editor. Local AI agent writes the HTML, you ship it. 75 skills x 9 output surfaces (magazine, deck, poster, tweet, prototype, etc). Built for vibe-coding era.",4995,2026-05-26 06:41:58.456125+00
681,LLM Wiki Desktop — Turn Documents Into Cross-Linked Knowledge Base (9.3K Stars),agent_infrastructure,,"Cross-platform desktop app inspired by Karpathy LLM Wiki. Drops in PDFs, papers, notes, URLs. LLM reads them, builds cross-linked markdown pages, flags contradictions. $5/month to run.",9319,2026-05-26 06:41:58.453463+00
680,Mirage — Unified Virtual Filesystem for AI Agents (2.6K Stars),agent_infrastructure,,A unified virtual filesystem (VFS) abstraction for AI agents using FUSE. Gives agents a consistent file interface across backends regardless of storage type.,2623,2026-05-26 06:41:58.449297+00
679,AgentScope 2.0 — Alibaba Multi-Agent Framework with Built-in Security (25.6K Stars),agent_framework,,"Alibaba Tongyi Lab AgentScope 2.0: multi-agent dev framework with permission system, shell command interception, Docker/E2B sandbox support, TypeScript+Java bindings. Shifted from visualization to production robustness.",25601,2026-05-26 06:41:38.685204+00
678,Superpowers — Agentic Skills Framework & Dev Methodology (207K Stars),agent_framework,,"An agentic skills framework & software development methodology that works. 207K stars, entirely shell-based. The most-starred agent skills repo on GitHub.",206856,2026-05-26 06:41:38.682069+00
677,cc-switch — Cross-Platform Desktop for All AI Coding Agents (81K Stars),agent_infrastructure,,"All-in-one desktop assistant for Claude Code, Codex, OpenCode, OpenClaw, Gemini CLI & Hermes Agent. Built in Rust/Tauri. One app to manage every agent.",81074,2026-05-26 06:41:38.678797+00
676,"ECC — Agent Harness Performance Optimization System for Claude Code, Codex, Cursor (193K Stars)",agent_infrastructure,,"The most-starred agent harness tool. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, OpenCode, Cursor and beyond. 193K stars, 30K forks.",192950,2026-05-26 06:41:38.675391+00
675,"Sim — Build, Deploy, and Orchestrate AI Agents (28.6K Stars)",orchestration,https://github.com/simstudioai/sim,"Central intelligence layer for AI workforces. Build, deploy, and orchestrate agents with low-code/no-code interface. TypeScript/Next.js. Supports OpenAI, Anthropic, Gemini, DeepSeek. RAG built in.",28609,2026-05-26 06:07:40.650562+00
673,iFixAi — 32-Test Open-Source Diagnostic for AI Misalignment (431 Stars),agent_benchmark,https://github.com/ifixai-ai/iFixAi,"32 inspections across fabrication, manipulation, deception, unpredictability, opacity. Cross-provider judge pairing prevents self-judging. Content-addressed manifests for reproducibility. Maps to OWASP LLM Top 10, NIST AI RMF, EU AI Act, ISO 42001. Apache 2.0.",431,2026-05-26 06:07:21.379945+00
